cluster,recommended_component,materials,ultimate tensile strength,yield strength,brinell hardness number,young's modulus,density
0,Lightweight parts,"['Grey cast iron class 20', 'Grey cast iron class 25', 'Grey cast iron class 30', 'Grey cast iron class 35', 'Grey cast iron class 40', 'Grey cast iron class 50', 'Copper Alloy C80100', 'High-Copper Alloy C81300', 'High-Copper Alloy C81500', 'Red brass C83300', 'Red brass C83400', 'Red brass C83600', 'Red brass C83800', 'Semi-red Brass C84200', 'Semi-red Brass C84400', 'Semi-red Brass C84500', 'Semi-red Brass C84800', 'Yellow Brass C85200', 'Yellow Brass C85400', 'Yellow Brass C85500', 'Yellow Brass C85700', 'Yellow Brass C85800', 'Silicon Brass C87200', 'Silicon Bronze C87400', 'Tin Bronze C90200', 'Tin Bronze C90300', 'Tin Bronze C90500', 'Tin Bronze C90700', 'Tin Bronze C90900', 'Tin Bronze C91000', 'Tin Bronze C91100', 'Tin Bronze C91300', 'Tin Bronze C91600', 'Tin Bronze C91700', 'Leaded Tin Bronze C92200', 'Leaded Tin Bronze C92300', 'Leaded Tin Bronze C92500', 'Leaded Tin Bronze C92600', 'Leaded Tin Bronze C92700', 'Leaded Tin Bronze C92800', 'Leaded Tin Bronze C92900', 'High Leaded Tin Bronze C93200', 'High Leaded Tin Bronze C93400', 'High Leaded Tin Bronze C93500', 'High Leaded Tin Bronze C93700', 'High Leaded Tin Bronze C93800', 'High Leaded Tin Bronze C93900', 'High Leaded Tin Bronze C94300', 'High Leaded Tin Bronze C94400', 'High Leaded Tin Bronze C94500', 'Nickel-Tin Bronze C94700', 'Nickel-Tin Bronze C94800', 'Copper-Nickel C96200', 'Copper-Nickel C96400', 'Nickel Silver C97300', 'Nickel Silver C97400', 'Nickel Silver C97600', 'Nickel Silver C97800', 'Special Alloy C99400', 'Special Alloy C99500', 'Special Alloy C99700', 'Special Alloy C99750', 'Copper Alloy C10100', 'Copper Alloy C15000', 'Copper Alloy C15500', 'Copper Alloy C16200', 'Copper Alloy C16500', 'Copper Alloy C17300', 'Copper Alloy C17500', 'Copper Alloy C18200', 'Copper Alloy C18900', 'Copper Alloy C19000', 'Copper Alloy C19100', 'Copper Alloy C19200', 'Copper Alloy C19400', 'Copper Alloy C21000', 'Commercial bronze C22000', 'Red brass C23000', 'Low brass C24000', 'Cartridge brass C26000', 'Yellow brass C26800', 'Muntz metal C28000', 'Leaded commercial bronze C31400', 'Low-leaded brass C33000', 'High-leaded brass C34200', 'Medium-leaded brass C35000', 'Leaded Muntz metal C36500', 'Architectural bronze C38500', 'Copper Alloy C40500', 'Copper Alloy C40800', 'Copper Alloy C41100', 'Copper Alloy C41300', 'Copper Alloy C41500', 'Copper Alloy C42200', 'Copper Alloy C42500', 'Copper Alloy C43000', 'Copper Alloy C43400', 'Copper Alloy C43500', 'Copper Alloy C44300', 'Copper Alloy C46400', 'Copper Alloy C48200', 'Copper Alloy C48500', 'Copper Alloy C50500', 'Copper Alloy C51000', 'Copper Alloy C51100', 'Copper Alloy C52100', 'Copper Alloy C52400', 'Copper Alloy C54400', 'Copper Alloy C60800', 'Copper Alloy C61000', 'Copper Alloy C61500', 'Copper Alloy C65100', 'Copper Alloy C65500', 'Copper Alloy C66700', 'Copper Alloy C67500', 'Copper Alloy C68700', 'Copper Alloy C70400', 'Copper Alloy C70600', 'Copper Alloy C71000', 'Copper Alloy C71500', 'Copper Alloy C72200', 'Copper Alloy C72500', 'Copper Alloy C73500', 'Copper Alloy C74500', 'Copper Alloy C75200', 'Copper Alloy C75400', 'Copper Alloy C75700', 'Copper Alloy C77000', 'Copper Alloy C78200', 'Aluminum Alloy 201.0', 'Aluminum Alloy 204.0', 'Aluminum Alloy 208.0', 'Aluminum Alloy 242.0', 'Aluminum Alloy 295.0', 'Aluminum Alloy 319.0', 'Aluminum Alloy 328.0', 'Aluminum Alloy 355.0', 'Aluminum Alloy C355.0', 'Aluminum Alloy 356.0', 'Aluminum Alloy A356.0', 'Aluminum Alloy 443.0', 'Aluminum Alloy B443.0', 'Aluminum Alloy 512.0', 'Aluminum Alloy 514.0', 'Aluminum Alloy 520.0', 'Aluminum Alloy 535.0', 'Aluminum Alloy 705.0', 'Aluminum Alloy 707.0', 'Aluminum Alloy 710.0', 'Aluminum Alloy 712.0', 'Aluminum Alloy 713.0', 'Aluminum Alloy 771.0', 'Aluminum Alloy 852.0', 'Aluminum Alloy 1060-O', 'Aluminum Alloy 1060-H12', 'Aluminum Alloy 1060-H14', 'Aluminum Alloy 1060-H16', 'Aluminum Alloy 1060-H18', 'Aluminum Alloy 1100-O', 'Aluminum Alloy 1100-H12', 'Aluminum Alloy 1100-H14', 'Aluminum Alloy 1100-H16', 'Aluminum Alloy 1100-H18', 'Aluminum Alloy 1350-O', 'Aluminum Alloy 1350-H12', 'Aluminum Alloy 1350-H14', 'Aluminum Alloy 1350-H16', 'Aluminum Alloy 1350-H19', 'Aluminum Alloy 2011-T3', 'Aluminum Alloy 2011-T8', 'Aluminum Alloy 2014-O', 'Aluminum Alloy 2014-T4', 'Aluminum Alloy 2014-T451', 'Aluminum Alloy 2014-T6', 'Aluminum Alloy 2014-T651', 'Aluminum Alloy Alclad 2014-O', 'Aluminum Alloy Alclad 2014-T3', 'Aluminum Alloy Alclad 2014-T4', 'Aluminum Alloy Alclad 2014-T451', 'Aluminum Alloy Alclad 2014-T6', 'Aluminum Alloy Alclad 2014-T651', 'Aluminum Alloy 2017-O', 'Aluminum Alloy 2017-T4', 'Aluminum Alloy 2017-T451', 'Aluminum Alloy 2018-T61', 'Aluminum Alloy 2024-O', 'Aluminum Alloy 2024-T3', 'Aluminum Alloy 2024-T351', 'Aluminum Alloy 2024-T4', 'Aluminum Alloy 2024-T361', 'Aluminum Alloy Alclad 2024-O', 'Aluminum Alloy Alclad 2024-T3', 'Aluminum Alloy Alclad 2024-T351', 'Aluminum Alloy Alclad 2024-T4', 'Aluminum Alloy Alclad 202024-T361', 'Aluminum Alloy Alclad 2024-T81', 'Aluminum Alloy Alclad 2024-T851', 'Aluminum Alloy Alclad 2024-T861', 'Aluminum Alloy 2025-T6', 'Aluminum Alloy 2036-T4', 'Aluminum Alloy 2117-T4', 'Aluminum Alloy 2218-T72', 'Aluminum Alloy 2219-O', 'Aluminum Alloy 2219-T42', 'Aluminum Alloy 2219-T31', 'Aluminum Alloy 2219-T351', 'Aluminum Alloy 2219-T37', 'Aluminum Alloy 2219-T62', 'Aluminum Alloy 2219-T81', 'Aluminum Alloy 2219-T851', 'Aluminum Alloy 2219-T87', 'Aluminum Alloy 3003-O', 'Aluminum Alloy 3003-H12', 'Aluminum Alloy 3003-H14', 'Aluminum Alloy 3003-H16', 'Aluminum Alloy 3003-H18', 'Aluminum Alloy Alclad 3003-O', 'Aluminum Alloy Alclad 3003-H12', 'Aluminum Alloy Alclad 3003-H14', 'Aluminum Alloy Alclad 3003-H16', 'Aluminum Alloy Alclad 3003-H18', 'Aluminum Alloy 3004-O', 'Aluminum Alloy 3004-H32', 'Aluminum Alloy 3004-H34', 'Aluminum Alloy 3004-H36', 'Aluminum Alloy 3004-H38', 'Aluminum Alloy Alclad 3004-O', 'Aluminum Alloy Alclad 3004-H32', 'Aluminum Alloy Alclad 3004-H34', 'Aluminum Alloy Alclad 3004-H36', 'Aluminum Alloy Alclad 3004-H38', 'Aluminum Alloy 3105-O', 'Aluminum Alloy 3105-H12', 'Aluminum Alloy 3105-H14', 'Aluminum Alloy 3105-H16', 'Aluminum Alloy 3105-H18', 'Aluminum Alloy 3105-H25', 'Aluminum Alloy 4032-T6', 'Aluminum Alloy 5005-O', 'Aluminum Alloy 5005-H12', 'Aluminum Alloy 5005-H14', 'Aluminum Alloy 5005-H16', 'Aluminum Alloy 5005-H18', 'Aluminum Alloy 5005-H32', 'Aluminum Alloy 5005-H34', 'Aluminum Alloy 5005-H36', 'Aluminum Alloy 5005-H38', 'Aluminum Alloy 5050-O', 'Aluminum Alloy 5050-H32', 'Aluminum Alloy 5050-H34', 'Aluminum Alloy 5050-H36', 'Aluminum Alloy 5050-H38', 'Aluminum Alloy 5052-O', 'Aluminum Alloy 5052-H32', 'Aluminum Alloy 5052-H34', 'Aluminum Alloy 5052-H36', 'Aluminum Alloy 5052-H38', 'Aluminum Alloy 5056-O', 'Aluminum Alloy 5056-H18', 'Aluminum Alloy 5056-H38', 'Aluminum Alloy 5083-O', 'Aluminum Alloy 5083-H116', 'Aluminum Alloy 5083-H321', 'Aluminum Alloy 5086-O', 'Aluminum Alloy 5086-H32', 'Aluminum Alloy 5086-H34', 'Aluminum Alloy 5086-H112', 'Aluminum Alloy 5086-H116', 'Aluminum Alloy 5154-O', 'Aluminum Alloy 5154-H32', 'Aluminum Alloy 5154-H34', 'Aluminum Alloy 5154-H36', 'Aluminum Alloy 5154-H38', 'Aluminum Alloy 5154-H112', 'Aluminum Alloy 5252-H25', 'Aluminum Alloy 5252-H28', 'Aluminum Alloy 5252-H38', 'Aluminum Alloy 5254-O', 'Aluminum Alloy 5254-H32', 'Aluminum Alloy 5254-H34', 'Aluminum Alloy 5254-H36', 'Aluminum Alloy 5254-H38', 'Aluminum Alloy 5254-H112', 'Aluminum Alloy 5454-O', 'Aluminum Alloy 5454-H32', 'Aluminum Alloy 5454-H34', 'Aluminum Alloy 5454-H111', 'Aluminum Alloy 5454-H112', 'Aluminum Alloy 5456-O', 'Aluminum Alloy 5456-H112', 'Aluminum Alloy 5456-H116', 'Aluminum Alloy 5456-H321', 'Aluminum Alloy 5457-O', 'Aluminum Alloy 5457-H25', 'Aluminum Alloy 5457-H28', 'Aluminum Alloy 5457-H38', 'Aluminum Alloy 5652-O', 'Aluminum Alloy 5652-H32', 'Aluminum Alloy 5652-H34', 'Aluminum Alloy 5652-H36', 'Aluminum Alloy 5652-H38', 'Aluminum Alloy 5657-H25', 'Aluminum Alloy 5657-H28', 'Aluminum Alloy 5657-H38', 'Aluminum Alloy 6061-O', 'Aluminum Alloy 6061-T4', 'Aluminum Alloy 6061-T451', 'Aluminum Alloy 6061-T6', 'Aluminum Alloy 6061-T651', 'Aluminum Alloy Alclad 6061-O', 'Aluminum Alloy Alclad 6061-T4', 'Aluminum Alloy Alclad 6061-T451', 'Aluminum Alloy Alclad 6061-T6', 'Aluminum Alloy Alclad 6061-T651', 'Aluminum Alloy 6063-O', 'Aluminum Alloy 6063-T1', 'Aluminum Alloy 6063-T4', 'Aluminum Alloy 6063-T5', 'Aluminum Alloy 6063-T6', 'Aluminum Alloy 6063-T83', 'Aluminum Alloy 6063-T831', 'Aluminum Alloy 6063-T832', 'Aluminum Alloy 6066-O', 'Aluminum Alloy 6066-T4', 'Aluminum Alloy 6066-T451', 'Aluminum Alloy 6066-T6', 'Aluminum Alloy 6066-T651', 'Aluminum Alloy 6070-T6', 'Aluminum Alloy 6101-H111', 'Aluminum Alloy 6101-T6', 'Aluminum Alloy 6262-T9', 'Aluminum Alloy 6351-T4', 'Aluminum Alloy 6351-T6', 'Aluminum Alloy 6463-T1', 'Aluminum Alloy 6463-T5', 'Aluminum Alloy 6463-T6', 'Aluminum Alloy 7049-T73', 'Aluminum Alloy 7049-T7352', 'Aluminum Alloy 7050-T73510', 'Aluminum Alloy 7050-T7451f', 'Aluminum Alloy 7050-T7651', 'Aluminum Alloy 7075-O', 'Aluminum Alloy 7075-T6', 'Aluminum Alloy 7075-T651', 'Aluminum Alloy Alclad 7075-O', 'Aluminum Alloy Alclad 7075-T6', 'Aluminum Alloy Alclad 7075-T651', 'Aluminum Alloy 7178-O', 'Aluminum Alloy 7178-T6', 'Aluminum Alloy 7178-T651', 'Aluminum Alloy 7178-T76', 'Aluminum Alloy 7178-T7651', 'Aluminum Alloy Alclad 7178-O', 'Aluminum Alloy Alclad 7178-T6', 'Aluminum Alloy Alclad 7178-T651', 'Aluminum Alloy 8176-H24', 'Magnesium Alloy AM100A-T61', 'Magnesium Alloy AZ63A-T6', 'Magnesium Alloy AZ81A-T4', 'Magnesium Alloy AZ91C-T6', 'Magnesium Alloy AZ91E-T6', 'Magnesium Alloy AZ92A-T6', 'Magnesium Alloy EZ33A-T5', 'Magnesium Alloy HK31A-T6', 'Magnesium Alloy HZ32A-T6', 'Magnesium Alloy K1A-F', 'Magnesium Alloy QE22A-T6', 'Magnesium Alloy QH21A-T6', 'Magnesium Alloy ZE41A-T5', 'Magnesium Alloy ZE63A-T6', 'Magnesium Alloy ZH62A-T5', 'Magnesium Alloy ZK51A-T5', 'Magnesium Alloy ZK61A-T6', 'Magnesium Alloy WE54A-F', 'Magnesium Alloy AZ91A-F', 'Magnesium Alloy AZ91B-FAZ91B-F', 'Magnesium Alloy AZ91D-F', 'Magnesium Alloy AM60A-F', 'Magnesium Alloy AM60B-F', 'Magnesium Alloy AS41A-F', 'Magnesium Alloy AZ10A-F', 'Magnesium Alloy AZ31B-F', 'Magnesium Alloy AZ31C-F', 'Magnesium Alloy AZ61A-F', 'Magnesium Alloy AZ80A-T5', 'Magnesium Alloy HM31A-F', 'Magnesium Alloy M1A-F', 'Magnesium Alloy ZK40A-T5', 'Magnesium Alloy ZK60A-F', 'Magnesium Alloy AZ31B-H24', 'Magnesium Alloy AZ31C-H24', 'Magnesium Alloy HK31A-H24', 'Magnesium Alloy HM21A-T8', 'Grey cast iron', 'DIN GG - 15', 'DIN GG - 20', 'DIN GG - 25', 'DIN GG - 30', 'DIN GG - 35', 'CSN 422410', 'CSN 422415', 'CSN 422420', 'CSN 422425', 'CSN 422430', 'CSN 422435', 'CSN 423115', 'CSN 423119', 'CSN 423123', 'CSN 423135', 'CSN 423137', 'CSN 423145', 'CSN 423147', 'CSN 423210', 'CSN 423212', 'CSN 423213', 'CSN 423214', 'CSN 423256', 'CSN 424201', 'CSN 424203', 'CSN 424204', 'CSN 424250', 'CSN 424401', 'CSN 424413', 'CSN 424415', 'Grey cast iron 10 GOST1412-85', 'Grey cast iron 15 GOST1412-85', 'Grey cast iron 18 GOST1412-85', 'Grey cast iron 20 GOST1412-85', 'Grey cast iron 21 GOST1412-85', 'Grey cast iron 24 GOST1412-85', 'Grey cast iron 25 GOST1412-85', 'Malleable cast iron 30-6', 'Malleable cast iron 33-8', 'Malleable cast iron 35-10']",281.7327188940092,180.32488479262673,119.02304147465438,85815.66820276498,4788.52534562212
1,Standard machinery,"['Steel SAE 4042', 'Steel SAE 4340', 'Steel SAE 5046', 'Steel SAE 5130', 'Steel SAE 8640', 'Steel SAE 8660', 'Steel SAE 9260']",1670.0,1453.0,467.2857142857143,207000.0,7860.0
